개봉연도,영화 제목,별점
1964,쉘부르의 우산,7.8
1967,졸업,8
1972,대부,9.2
1974,대부 2,9
1975,몬티 파이튼의 성배,8.2
1976,감각의 제국,6.6
1977,히틀러: 파시즘의 진화,7.5
1978,미드나잇 익스프레스,7.5
1978,소림36방,7.6
1979,라이프 오브 브라이언,8
1979,Richard Pryor: Live in Concert,8.1
1980,블루 라군,5.8
1981,기동전사 건담,7.1
1981,마작영웅전,5.5
1981,기동전사 건담 II : 슬픈 전사편,7.1
1981,특전 U보트,8.4
1982,간디,8
1982,기동전사 건담 III : 해후의 우주편,7.6
1983,블루 썬더,6.4
1984,바람계곡의 나우시카,8.1
1984,"소년, 소녀를 만나다",6.9
1985,타이페이 스토리,7.6
1986,천공의 성 라퓨타,8
1986,베티 블루 37.2,7.3
1986,스탠 바이 미,8.1
1986,나쁜 피,7.2
1987,라 밤바,6.9
1987,84번가의 연인,7.4
1988,열혈남아,7
1988,이웃집 토토로,8.1
1989,마녀 배달부 키키,7.9
1989,드라이빙 미스 데이지,7.3
1989,영광의 깃발,7.8
1989,신용쌍매,5.3
1990,천장지구,7.3
1990,귀경출사,5.9
1990,아비정전,7.4
1990,옥중룡,6
1991,추억은 방울방울,7.6
1991,터미네이터 2: 심판의 날,8.6
1991,폭풍 속으로,7.2
1992,심사관,6.8
1992,붉은 돼지,7.7
1992,연인,6.8
1992,흐르는 강물처럼,7.2
1992,도성대형 2: 지존무적,5.5
1992,도성대형: 신가전기,5.9
1992,하워즈 엔드,7.4
1992,Roja,8.1
1992,데미지,6.7
1992,죽어야 사는 여자,6.6
1993,심사관 2,6.2
1993,마이 라이프,6.8
1993,동방삼협,6.5
1993,은밀한 유혹,6
1993,길버트 그레이프,7.7
1993,사선에서,7.2
1993,순수의 시대,7.2
1993,아기 공룡 렉스,6.1
1993,동성서취,7
1993,짱구는 못말려 극장판: 액션가면 VS 그래그래 마왕,6.6
1993,쥬라기 공원,8.2
1993,천장지구 2,6.1
1994,가을의 전설,7.5
1994,백조공주,6.4
1994,주성치의 파괴지왕,6.8
1994,바다가 들린다,6.6
1994,짱구는 못말려 극장판: 부리부리 왕국의 보물,6.6
1994,중경삼림,8
1994,폼포코 너구리 대작전,7.3
1994,포레스트 검프,8.8
1994,젊은 남자,6.1
1995,히트,8.3
1995,베이비시터 클럽,5.7
1995,환상의 빛,7.5
1995,쥬만지,7.1
1995,귀를 기울이면,7.8
1995,공각기동대,8
1995,서유기: 선리기연,7.8
1995,라스베가스를 떠나며,7.5
1995,클루리스,6.9
1995,짱구는 못말려 극장판: 흑부리 마왕의 야망,6.6
1995,타락천사,7.6
1996,미션 임파서블,7.2
1996,스페이스 잼,6.5
1996,쉘 위 댄스,7.7
1996,마틸다,7
1996,에브리원 세즈 아이 러브 유,6.7
1996,짱구는 못말려 극장판: 핸더랜드의 대모험,7
1996,아기공룡 둘리: 얼음별 대모험,7.6
1996,로즈 앤 그레고리,6.6
1997,나인 하프 위크 2,2.9
1997,짱구는 못말려 극장판: 암흑 마왕 대추적,6.8
1997,화급,6.6
1997,접속,6.8
1997,모노노케 히메,8.4
1997,쥬라기 공원 2: 잃어버린 세계,6.5
1997,맨 인 블랙,7.3
1997,타이타닉,7.9
1997,나는 네가 지난 여름에 한 일을 알고 있다,5.7
1997,Happy Together,7.7
1997,신세기 에반게리온 엔드 오브 에반게리온,8.1
1998,8월의 크리스마스,7.6
1998,라이언 일병 구하기,8.6
1998,짱구는 못말려 극장판: 전격! 돼지발굽 대작전,6.8
1998,트루먼 쇼,8.2
1998,Jerry Seinfeld: I'm Telling You for the Last Time,7.8
1998,조 블랙의 사랑,7.2
1998,블러드 라인,5.4
1998,원더풀 라이프,7.6
1998,청소년 연애 교과서,6.6
1998,에반게리온: 데스(트루)²,6.6
1998,벨벳 골드마인,6.9
1998,더 라스트 데이즈,7.9
1998,택시,7
1999,파이트 클럽,8.8
1999,스튜어트 리틀,6
1999,이웃집 야마다군,7.1
1999,짱구는 못말려 극장판: 폭발! 온천 부글부글 대작전,6.1
1999,분닥 세인트,7.7
1999,간첩 리철진,5.9
1999,노팅 힐,7.2
1999,리플리,7.4
1999,더블 크라임,6.5
1999,엘모의 대모험,5.8
1999,사랑이 지나간 자리,6.3
1999,13층,7
1999,해피 엔드,6.7
1999,미이라,7.1
1999,랜덤 하트,5.3
2000,청춘,5.9
2000,짱구는 못말려 극장판: 폭풍을 부르는 정글,7.1
2000,친구의 친구를 사랑했네,5.5
2000,시월애,7.5
2000,오! 수정,7
2000,무서운 영화,6.3
2000,왓 위민 원트,6.4
2000,브링 잇 온,6.1
2000,섬,5.6
2000,미녀 삼총사,5.6
2000,화양연화,8.1
2000,메멘토,8.4
2000,공동경비구역 JSA,7.7
2000,겟 카터,5.1
2000,캐스트 어웨이,7.8
2000,가면학원,5
2000,배틀 로얄,7.5
2000,치킨 런,7.1
2000,아나토미,6
2000,패밀리 맨,6.8
2000,미션 임파서블 2,6.1
2000,박하사탕,7.6
2001,미이라 2,6.4
2001,친구,7.2
2001,스파이 키드,5.6
2001,아멜리에,8.3
2001,섹스 아카데미,5.7
2001,브리짓 존스의 일기,6.8
2001,쥬라기 공원 3,5.9
2001,엽기적인 그녀,8
2001,썸머타임,5.3
2001,Just Run!,5.8
2001,웨딩 플래너,5.3
2001,고양이를 부탁해,7.1
2001,나도 아내가 있었으면 좋겠다,6.4
2001,짱구는 못말려 극장판: 어른 제국의 역습,7.8
2001,베이비 보이,6.4
2001,파이브 건스,5.9
2001,신라의 달밤,6.5
2001,인디안 썸머,6.4
2001,냉정과 열정사이,6.6
2001,아적야만동학: 거친 녀석들,5.8
2001,와니와 준하,6.8
2001,Te quiero,5
2001,스파이 게임,7.1
2001,무서운 영화 2,5.3
2001,키스 오브 드래곤,6.6
2001,슈렉,7.9
2001,디 아더스,7.6
2001,센과 치히로의 행방불명,8.6
2001,봄날은 간다,7
2001,파이란,7.5
2002,집으로...,7.7
2002,공공의 적,7.1
2002,황혼의 사무라이,8.1
2002,고양이의 보은,7.1
2002,8 마일,7.2
2002,마리 이야기,6.5
2002,밀애,5.7
2002,영웅,7.9
2002,짱구는 못말려 극장판: 태풍을 부르는 장엄한 전설의 전쟁,7.3
2002,파 프롬 헤븐,7.3
2002,피아니스트,8.5
2002,이도공간,6.2
2002,스파이 키드 2,5.3
2002,스파이더맨,7.4
2002,폰,6.1
2002,연애소설,7.2
2002,결혼은 미친 짓이다,6.9
2002,언페이스풀,6.7
2002,주온,6.7
2002,캐치 미 이프 유 캔,8.1
2002,아담 샌들러의 8 크레이지 나이트,5.3
2002,마스터 오브 디스가이즈,3.3
2002,아들,7.5
2002,광복절 특사,6.2
2002,남색대문,7.4
2002,K-19: 위도우메이커,6.7
2002,뉴 가이,5.8
2002,복수는 나의 것,7.5
2002,맨 인 블랙 2,6.2
2002,가문의 영광,6
2002,생활의 발견,7.3
2002,돌이킬 수 없는,7.3
2002,빚나는 특공대,5.8
2002,시카고,7.2
2002,오아시스,7.8
2002,본 아이덴티티,7.8
2002,무간도,8
2003,내쇼날 시큐리티,5.6
2003,마들렌,6.2
2003,배틀 로얄 2: 레퀴엠,4.6
2003,실미도,7
2003,"장화, 홍련",7.1
2003,봄날의 곰을 좋아하세요?,5.9
2003,주온 2,6.3
2003,지구를 지켜라!,7.2
2003,스쿨 오브 락,7.2
2003,진주 귀걸이를 한 소녀,6.9
2003,살인의 추억,8.1
2003,러브 액츄얼리,7.6
2003,위험한 사돈,6
2003,스파이 키드 3D: 게임 오버,4.3
2003,S.W.A.T. 특수기동대,6
2003,데어데블,5.3
2003,고티카,5.8
2003,짱구는 못말려 극장판: 태풍을 부르는 영광의 불고기 로드,6.6
2003,실종,6.5
2003,질투는 나의 힘,6.4
2003,동갑내기 과외하기,6.5
2003,선생 김봉두,6.5
2003,클래식,7.8
2003,스위밍 풀,6.7
2003,몽상가들,7.1
2003,미녀 삼총사: 맥시멈 스피드,4.9
2003,연애사진,6.3
2003,여고괴담 세 번째 이야기: 여우계단,5.8
2003,몬스터,7.3
2003,더 로드,6.5
2003,쌍웅,5.8
2003,무서운 영화 3,5.5
2003,무간도 2: 혼돈의 시대,7.3
2003,이탈리안 잡,7
2003,쟈니 잉글리쉬,6.2
2003,"조제, 호랑이 그리고 물고기들",7.3
2003,코어,5.5
2003,무간도 3: 종극무간,6.8
2003,올드보이,8.4
2004,아라한 장풍 대작전,6.6
2004,늑대의 유혹,6.2
2004,내 남자친구는 왕자님,5.8
2004,빈집,7.9
2004,새벽의 황당한 저주,7.9
2004,보글보글 스폰지밥,7.1
2004,The Trailer Park Boys Xmas Special,8
2004,스파이더맨 2,7.5
2004,하울의 움직이는 성,8.2
2004,Thomas & Friends: Thomas and the Jet Engine,7
2004,2046,7.4
2004,불량공주 모모코,7.2
2004,터미널,7.4
2004,천국의 책방 – 연화,6.5
2004,하나와 앨리스,7.2
2004,아나콘다 2: 사라지지 않는 저주,4.7
2004,브리짓 존스의 일기: 열정과 애정,6
2004,연인,7.5
2004,그녀를 믿지 마세요,7
2004,대통령의 딸,5.1
2004,마지막 늑대,5.6
2004,노트북,7.8
2004,내 머리 속의 지우개,8.1
2004,여자는 남자의 미래다,6.4
2004,세상의 중심에서 사랑을 외치다,7.2
2004,알포인트,6.2
2004,셔터,7
2004,고독이 몸부림칠 때,5.6
2004,P.S 온리 유,6.1
2004,말죽거리 잔혹사,7.4
2004,인어공주,6.6
2004,"지금, 만나러 갑니다",7.8
2004,레지던트 이블 2,6.1
2004,퀸카로 살아남는 법,7.1
2004,주홍글씨,6.4
2004,밀리언 달러 베이비,8.1
2004,효자동 이발사,6.9
2004,내겐 너무 아찔한 그녀,6.7
2004,하류인생,6
2004,귀여워,4.3
2004,짱구는 못말려 극장판: 폭풍을 부르는 석양의 떡잎마을 방범대,6.8
2004,슈렉 2,7.3
2004,이터널 선샤인,8.3
2004,화이트 칙스,5.8
2004,아무도 모른다,8
2004,미녀 첩보원 D.E.B.S.,5.4
2004,범죄의 재구성,6.5
2004,크리스마스 건너뛰기,5.4
2004,감옥,5.6
2005,작업의 정석,6
2005,분홍신,5.8
2005,시노비,6.8
2005,디센트,7.2
2005,메종 드 히미코,7
2005,내 생애 가장 아름다운 일주일,6.8
2005,용서받지 못한 자,6.8
2005,스켈리톤 키,6.5
2005,웰컴 투 동막골,7.6
2005,이니셜 D,6.3
2005,가문의 위기,5.8
2005,Kureyon Shinchan: Densetsu o Yobu Buriburi: Sanpun Bokkiri Daishingeki,5.2
2005,미스터 소크라테스,6.2
2005,그때 그 사람들,6.9
2005,공공의 적 2,6
2005,태풍,5.7
2005,박수칠 때 떠나라,6.2
2005,연애의 목적,6.3
2005,극장전,6.9
2005,듀스 비갈로 : 유로피안 지골로,4.7
2005,마파도,6.1
2005,야수와 미녀,6.5
2005,태극권,7.2
2005,혈의 누,6.6
2005,마법사들,6.7
2005,저스트 프렌드,6.2
2005,거북이는 의외로 빨리 헤엄친다,6.5
2005,엑소시즘 오브 에밀리 로즈,6.7
2005,오징어와 고래,7.3
2005,흑사회,7.1
2005,레전드 오브 조로,5.9
2005,오만과 편견,7.8
2005,카오스,6.4
2005,친절한 금자씨,7.5
2005,왕의 남자,7.3
2005,미스터 & 미세스 스미스,6.5
2005,롱기스트 야드,6.4
2005,나나,7
2006,미션 임파서블 3,6.9
2006,게드전기: 어스시의 전설,6.3
2006,야수,6.3
2006,짝패,6.6
2006,눈물이 주룩주룩,6.7
2006,사생결단,6.2
2006,허니와 클로버,6.4
2006,백만장자의 첫사랑,7.2
2006,영원한 여름,7
2006,나루토 극장판 3기-대흥분! 초승달섬의 애니멀소동,6.3
2006,돈많은 친구들,5.8
2006,타짜,7.1
2006,판의 미로: 오필리아와 세개의 열쇠,8.2
2006,BB프로젝트,6.6
2006,구타유발자들,6.4
2006,한반도,4.9
2006,"달콤, 살벌한 연인",6.4
2006,캐치 앤 릴리즈,5.9
2006,"다만, 널 사랑하고 있어",7.4
2006,쉬즈 더  맨,6.4
2006,흑사회 II,7.4
2006,행운을 돌려줘!,5.4
2006,짱구는 못말려 극장판: 전설을 부르는 춤을 춰라 아미고,6
2006,무인 곽원갑,7.6
2006,혐오스런 마츠코의 일생,7.8
2006,상성: 상처받은 도시,6.5
2006,용호문,6.1
2006,해바라기,7.2
2006,조폭 마누라 3,6.3
2006,내일의 기억,7.5
2006,라디오 스타,7
2006,카모메 식당,7.2
2006,비열한 거리,7.3
2006,야연,6.4
2006,황후화,7
2006,투사부일체,5.6
2006,리틀 맨,4.5
2006,나나 2,6
2006,괴물,7.1
2006,굿 캅 배드 캅,6.5
2006,블랙 달리아,5.6
2006,거룩한 계보,6.2
2006,로맨틱 홀리데이,6.9
2006,몬스터 하우스,6.6
2006,여교수의 은밀한 매력,4.2
2006,커버넌트,5.2
2006,데스노트,7.5
2006,나는 언제나 네가 지난 여름에 한 일을 알고 있을 것이다,3.4
2006,데스노트: 라스트 네임,7.2
2006,더 퀸,7.3
2006,비투스,7.6
2006,유레루,7.1
2006,행복을 찾아서,8
2006,일본침몰,5.6
2006,그리다이언 갱,7
2007,바르게 살자,7.3
2007,말할 수 없는 비밀,7.5
2007,악마가 너의 죽음을 알기 전에,7.3
2007,복면달호,7
2007,881,6.5
2007,함께 있을 수 있다면,6.7
2007,비커밍 제인,7
2007,열한번째 엄마,6.6
2007,"색, 계",7.5
2007,화려한 휴가,6.9
2007,데어 윌 비 블러드,8.2
2007,조지아 룰,5.9
2007,슈렉 더 홀스,6.4
2007,그놈 목소리,6.7
2007,앨빈과 슈퍼밴드,5.2
2007,레지던트 이블 3: 인류의 멸망,6.2
2007,짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄,5.7
2007,배터리,6.3
2007,만남의 광장,6.1
2007,대디 데이 캠프,3.2
2007,워,6.2
2007,우아한 세계,6.8
2007,노인을 위한 나라는 없다,8.2
2007,도화선,6.7
2007,88분,5.9
2007,블라인드,7.2
2007,스파이더맨 3,6.3
2007,아임 낫 데어,6.8
2007,밀양,7.5
2007,색즉시공 시즌 2,6
2007,극락도 살인사건,5.6
2007,지금 사랑하는 사람과 살고 있습니까?,6
2007,도쿄 타워,7.4
2007,킹덤,7
2007,파라노이드 파크,6.6
2007,갓파쿠와 여름방학을,7.4
2007,마고 앳 더 웨딩,6
2007,스카우트,7
2007,미스트,7.1
2007,트랜스포머,7
2008,짱구는 못말려 극장판: 엄청난 태풍을 부르는 금창의 용사,5.4
2008,"좋은 놈, 나쁜 놈, 이상한 놈",7.2
2008,맘마 미아!,6.5
2008,미인도,6.3
2008,다찌마와 리: 악인이여 지옥행 급행열차를 타라,5.1
2008,레이크뷰 테라스,6.2
2008,멋진 하루,7
2008,아내가 결혼했다,5.5
2008,다이브!!,6.8
2008,6년째 연애중,5.8
2008,허트 로커,7.5
2008,점퍼,6.1
2008,추격자,7.8
2008,GP506,5.8
2008,강철중: 공공의 적 1-1,6.3
2008,라스베가스에서만 생길 수 있는 일,6.1
2008,Chhota Bheem Aur Krishna,6.8
2008,비스티 보이즈,5.6
2008,조한,5.6
2008,둠스데이: 지구 최후의 날,5.9
2008,쌍화점,7.1
2008,과속스캔들,7.2
2008,테이큰,7.8
2008,동사서독 리덕스,7
2008,와일드 차일드,6.1
2008,21,6.8
2008,데스노트 L: 새로운 시작,6
2008,가루지기,5.4
2008,퍼니셔 2,5.9
2008,걸어도 걸어도,7.9
2008,크로싱,7.5
2008,적벽대전 1부: 거대한 전쟁의 시작,7.3
2008,스트리트 킹,6.8
2008,미쓰 홍당무,6.2
2008,더 레슬러,7.9
2008,남주기 아까운 그녀,5.8
2008,원티드,6.7
2008,삼국지: 용의 부활,6.1
2008,핸콕,6.4
2008,도쿄!,7
2008,트레일러 파크 보이즈: 세이 굿바이 투더 배드 가이스,7.8
2008,미이라 3: 황제의 무덤,5.2
2008,트와일라잇,5.3
2008,님은 먼곳에,6.4
2008,4번의 크리스마스,5.7
2008,영화는 영화다,7
2008,벼랑 위의 포뇨,7.6
2009,스텝 파더,5.6
2009,주온: 원혼의 부활,5.9
2009,펠햄 123,6.4
2009,Chhota Bheem & Krishna: Pataliputra- City of the Dead,8.9
2009,공기인형,6.9
2009,박쥐,7.1
2009,Kkotboda namja,5.9
2009,하얀 리본,7.8
2009,디스트릭트 9,7.9
2009,세븐틴 어게인,6.4
2009,노다메 칸타빌레 Vol.1,7.1
2009,바스터즈: 거친 녀석들,8.4
2009,페임,5
2009,아이 엠 러브,7
2009,라스트 프로포즈,5.6
2009,펜트하우스 코끼리,5.5
2009,친구사이?,7.6
2009,전우치,6.6
2009,내 사랑 내 곁에,6.5
2009,오토나리,7.1
2009,트라이앵글,6.9
2009,노잉,6.2
2009,세르지우의 마지막 임무,7.4
2009,작전,6.2
2009,해운대,5.5
2009,그림자 살인,6.7
2009,7급 공무원,6.3
2009,거북이 달린다,6.6
2009,뉴 문,4.8
2009,마더,7.3
2009,호우시절,6.4
2009,파주,6.5
2009,짱구는 못말려 극장판: 포효하라 떡잎 야생왕국,5.9
2009,백야행: 하얀 어둠 속을 걷다,6.5
2009,엑시던트,6.6
2009,정승필 실종사건,5.8
2009,트랜스포머: 패자의 역습,6
2009,분닥 세인트 2,6.2
2009,차우,5.6
2009,남극의 쉐프,7
2009,앨빈과 슈퍼밴드 2,4.5
2009,굿모닝 프레지던트,5.8
2009,타고난 재능: 벤 카슨 스토리,7.5
2009,적벽대전 2부: 최후의 결전,7.5
2009,시크릿,6.5
2009,모범시민,7.4
2009,Banyuki,6.9
2009,삐뚤어질테다,6.4
2009,좀비랜드,7.6
2010,나잇 & 데이,6.7
2010,이클립스,5.1
2010,악마를 보았다,7.8
2010,쿵푸팬더 – 동지축제,6.7
2010,시,7.8
2010,이끼,6.7
2010,익스펜더블,6.4
2010,여의도,4.7
2010,방자전,6.4
2010,버레스크,6.4
2010,레드,7
2010,클로이,6.3
2010,에브리씽 유브 갓,5.4
2010,로맨틱 코미디?,5.3
2010,블루 발렌타인,7.3
2010,김종욱 찾기,6.4
2010,쓰리 데이즈,7.3
2010,노다메 칸타빌레 최종악장,7.1
2010,솔트,6.4
2010,Chhota Bheem: Bheem vs Aliens,7.8
2010,치코와 리타,7.2
2010,아저씨,7.7
2010,용서는 없다,7.4
2010,심야의 FM,6.5
2010,부당거래,6.6
2010,클라이언트 리스트,5.6
2010,포인트 블랭크,6.8
2010,먹고 기도하고 사랑하라,5.8
2010,마루 밑 아리에티,7.6
2010,담배 연기 속에 피는 사랑,7.1
2010,정무문 : 100대 1의 전설,6.3
2010,하모니,7.5
2010,울지마 톤즈,7.4
2010,원스 어 갱스터,5.7
2010,의형제,6.9
2010,간두,5.5
2010,초능력자,6.1
2010,복수자,6.4
2010,바비의 인어공주 이야기,6.6
2010,금의위: 14검의 비밀,6.3
2010,타이페이 카페 스토리,6.6
2010,리전,5.3
2010,러브 & 드럭스,6.7
2011,제인 에어,7.3
2011,아더 크리스마스,7.1
2011,앨빈과 슈퍼밴드 3,4.3
2011,폭풍의 언덕,6
2011,트립 투 잉글랜드,7
2011,겟 썸 2,7.3
2011,몬테 카를로,5.8
2011,히든 페이스,7.3
2011,탈명금,6.9
2011,진짜로 일어날지도 몰라 기적,7.4
2011,백야행,6.5
2011,고지전,7.3
2011,두더지,7
2011,삼국지: 명장 관우,6
2011,글러브,6.8
2011,털기 아니면 죽기: 제한시간 30분,6.1
2011,오싹한 연애,6.8
2011,수상한 고객들,6.3
2011,엘모의 탄생: 인형극을 사랑한 남자,7.6
2011,시작은 키스 !,6.6
2011,7광구,4.7
2011,퀵,5.7
2011,단신남녀,6.5
2011,모비딕,6.4
2011,짱구는 못말려 극장판: 태풍을 부르는 황금 스파이 대작전,6.2
2011,바보야,5.8
2011,도망자,4.8
2011,몬스터 싱어: 매직 인 파리,6.7
2011,조선명탐정: 각시투구꽃의 비밀,6.2
2011,뉴욕의 연인들,5.6
2011,스나이퍼: 리로디드,7.8
2011,코쿠리코 언덕에서,7.4
2011,코난: 암흑의 시대,5.1
2011,의뢰인,6.8
2011,소울 서퍼,7
2011,"그 시절, 우리가 좋아했던 소녀",7.6
2011,우리도 사랑일까,6.5
2011,최종병기 활,7.1
2011,메카닉,6.5
2011,귀신전,5.6
2011,브레이킹 던 Part 1,4.9
2011,프렌즈 위드 베네핏,6.5
2011,두 번째 기회,4.7
2011,써니,7.8
2011,파수꾼,7.2
2011,케빈에 대하여,7.5
2011,미션 임파서블: 고스트 프로토콜,7.4
2011,트랜스포머: 달의 어둠,6.2
2011,머니볼,7.6
2011,드라이브,7.8
2011,오직 그대만,7.7
2011,인 타임,6.7
2011,소스 코드,7.5
2011,Chhota Bheem: Journey to Petra,8.5
2011,Chhota Bheem and Krishna: Mayanagari,8.4
2011,언터처블: 1%의 우정,8.5
2011,랭고,7.2
2011,도가니,8
2011,실연 33일,6.5
2011,룸메이트,4.8
2011,월드 인베이젼,5.7
2011,아티스트,7.9
2011,The Craigslist Killer,5
2011,부러진 화살,6.7
2011,스시 장인: 지로의 꿈,7.8
2011,샤오린: 최후의 결전,6.8
2011,완득이,7.3
2011,다신 널 외롭게 하지 않을게,6.7
2012,도둑들,6.8
2012,배틀쉽,5.8
2012,은교,6.6
2012,극장판: 타이거 앤 버니,6.6
2012,아이와 마코토,6.4
2012,제로 다크 서티,7.4
2012,프리랜서스,4.6
2012,문라이즈 킹덤,7.8
2012,레미제라블,7.5
2012,577 프로젝트,6.3
2012,스파클,5.7
2012,건축학개론,7.2
2012,온 더 로드,6.1
2012,회사원,6.6
2012,월플라워,7.9
2012,26년,6.3
2012,나이트폴,6.4
2012,"페어웰, 마이 퀸",6.2
2012,내가 살인범이다,7.1
2012,연가시,6.3
2012,잭 리처,7
2012,코리아,7.2
2012,댄싱퀸,6.4
2012,화차,6.7
2012,독재자,6.4
2012,고양이를 빌려드립니다,6.9
2012,나의 PS 파트너,6.9
2012,가문의 귀환,5.3
2012,"광해, 왕이 된 남자",7.8
2012,용의자X,6.8
2012,브레이킹 던 Part 2,5.5
2012,Wings,3
2012,복숭아나무,6.3
2012,세이프 하우스,6.7
2012,Chhota Bheem In Dholakpur to Kathmandu,8.1
2012,돈의 맛,5.7
2012,아무르,7.9
2012,바람의 검심,7.4
2012,어메이징 스파이더맨,6.9
2012,맨 인 블랙 3,6.8
2012,내 아내의 모든 것,6.6
2012,짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,5.9
2012,원더풀 라디오,6.1
2012,딱따구리와 비,7.1
2012,Chota Bheem Aur Ganesh in the Amazing Odyssey,8.4
2012,범죄와의 전쟁: 나쁜놈들 전성시대,7
2012,장고: 분노의 추적자,8.4
2012,당신에게도 사랑이 다시 찾아올까요?,5.7
2012,사랑에 빠진 것처럼,7
2012,타워,6.5
2012,투와이스 본,7.5
2012,후궁: 제왕의 첩,6.1
2012,미확인 동영상: 절대클릭금지,4.8
2012,로얄 어페어,7.5
2012,늑대소년,7.2
2012,프리미엄 러쉬,6.5
2013,어둠 속의 이야기: 미리야,5.6
2013,어둠 속의 이야기: 기환야,5.6
2013,Boundless,7.3
2013,스위치 : 부춘산거도,2.2
2013,결혼전야,6.1
2013,컴퍼니 오브 히어로즈,5.7
2013,짱구는 못말려 극장판: 엄청 맛있어! B급 음식 서바이벌,6.6
2013,사랑하는 내 사랑,5.1
2013,로맨틱 코미디? 2: 싱글은 이제 안녕,5.1
2013,복잡한 이야기,5.5
2013,아지즈 안사리 - 생매장,7.2
2013,다베 4 - 저주받은 신부,6.8
2013,시절인연,6.5
2013,적인걸2: 신도해왕의 비밀,6.4
2013,Chhota Bheem Aur Hanuman,8
2013,스파이,6.3
2013,누구의 딸도 아닌 해원,6.7
2013,더 숏 게임,7.3
2013,카드의 왕국,5.5
2013,더 테러 라이브,7.1
2013,변호인,7.7
2013,레드: 더 레전드,6.6
2013,화이트 하우스 다운,6.3
2013,킬 유어 달링,6.4
2013,베를린,6.6
2013,페인 앤 게인,6.4
2013,분노의 윤리학,5.6
2013,처키의 저주,5.6
2013,백악관 최후의 날,6.5
2013,이스케이프 플랜,6.7
2013,크루즈 패밀리,7.2
2013,소원,8.2
2013,7번방의 선물,8.1
2013,프란시스 하,7.4
2013,설국열차,7.1
2013,"나야, 나",5.8
2013,인시디어스: 두번째 집,6.5
2013,론 서바이버,7.5
2013,헝거게임: 캣칭 파이어,7.5
2013,그녀,8
2013,오큘러스,6.5
2013,관상,6.8
2013,블루 재스민,7.3
2013,어바웃 타임,7.8
2013,월드워Z,7
2013,프리즈너스,8.1
2013,"가장 따뜻한 색, 블루",7.7
2013,바람이 분다,7.7
2013,박수건달,6.3
2013,친구 2,6.2
2013,남매의 여름밤,6.9
2013,노브레싱,6.4
2013,성범죄 수사대,5.9
2013,남자사용설명서,6.4
2013,우리 선희,6.7
2013,감시자들,7.1
2013,나의 라임 오렌지 나무,7.1
2013,용의자,6.8
2013,시티 오브 갓-10년 후,6.4
2013,미스터 고,6.1
2013,전설의 주먹,6.8
2013,공범,6.4
2013,투 두 리스트,5.8
2013,고령화 가족,6.6
2013,Chhota Bheem & Krishna vs Zimbara,7.7
2013,Chhota Bheem the Crown of Valhalla,7.5
2013,집으로 가는 길,7.5
2013,팀스 버미어,7.8
2013,숨바꼭질,5.7
2013,낭만파 남편의 편지,5.1
2013,Seven Souls in the Skull Castle,7.5
2013,화이: 괴물을 삼킨 아이,7
2013,투건스,6.7
2013,가구야공주 이야기,8
2013,감기,6.6
2013,그렇게 아버지가 된다,7.8
2013,신세계,7.5
2013,동창생,6.6
2013,Chhota Bheem in the Incan Adventure,8
2014,존 윅,7.4
2014,어메이징 스파이더맨 2,6.6
2014,패딩턴,7.3
2014,스틸 앨리스,7.5
2014,드래곤 길들이기 2,7.8
2014,군도: 민란의 시대,6.8
2014,끝까지 간다,7.2
2014,세인트 빈센트,7.2
2014,국제시장,7.8
2014,언브로큰,7.2
2014,트랜스포머: 사라진 시대,5.6
2014,로크,7.1
2014,두근두근 내 인생,7.2
2014,해적: 바다로 간 산적,6.5
2014,인보카머스,6.2
2014,"러브, 로지",7.2
2014,백엔의 사랑,7.1
2014,더 홈즈맨,6.6
2014,방황하는 칼날,6.8
2014,스텝 업: 올 인,5.9
2014,프리 투 플레이,7.6
2014,배터드 바스타즈 오브 베이스볼,8
2014,하이힐,6.6
2014,근거리 연애,6.2
2014,리메이닝,4.3
2014,표적,6.2
2014,아메리칸 셰프,7.3
2014,위플래쉬,8.5
2014,Trailer Park Boys: Live in F**kin' Dublin,6.2
2014,마이 오운 맨,6.4
2014,BoJack Horseman Christmas Special,6.3
2014,E-Team,7.1
2014,公园男孩：北极现场版,6.7
2014,디 아더 원: 밥 위어의 길고 이상한 여행,7.3
2014,"미트 롬니, 그의 대선 출마 이야기",6.9
2014,꿈보다 해몽,6.7
2014,Horsin' Around,6.5
2014,찌라시: 위험한 소문,6.3
2014,3D 프린팅: 전설을 만들다,7
2014,기술자들,6.5
2014,마다가스카의 펭귄,6.6
2014,미라클 벨리에,7.3
2014,Chhota Bheem Dus pe Dus,6.1
2014,리틀 포레스트: 여름과 가을,7.6
2014,피끓는 청춘,6.6
2014,거인,6.6
2014,종이 달,6.8
2014,수상한 그녀,7.2
2014,이미테이션 게임,8
2014,우리는 형제입니다,6.2
2014,나를 찾아줘,8.1
2014,소름,6.3
2014,바람의 검심: 교토 대화재편,7.5
2014,헝거게임: 모킹제이,6.6
2014,오즈의 마법사: 돌아온 도로시,5
2014,또 하나의 약속,7
2014,나의 사랑 나의 신부,6.3
2014,천재강아지 미스터 피바디,6.8
2014,걸후드,7
2014,마담 뺑덕,5.9
2014,기생수 파트1,6.8
2014,사보타지,5.7
2014,넛잡: 땅콩 도둑들,5.7
2014,비룽가,8.2
